meshsize,h,Time,iter,L2 error uh,H1 error uh,L2 div uh,abs L2 error ph
4,1.7677669529663689,9.366799592971802,10,0.4849713332862732,3.678436570050271,2.4253584973329894e-08,7.832251784666221
8,0.9501799809370173,13.126426696777344,10,0.021683397602356137,0.34202135056935834,1.4507001109027577e-08,0.9529110752492745
16,0.4941107814854106,19.022307872772217,10,0.0007753568982365386,0.025137595652589235,2.5358595098772068e-09,0.0691000008150414
32,0.23844424919354407,75.67930364608765,10,2.3629884914540953e-05,0.0015622697988322647,1.0238820830091796e-10,0.004095686861776352
64,0.11932224792836621,290.5708587169647,10,7.168264984032759e-07,9.569062242358503e-05,7.977195050524243e-12,0.0002414736988247153
