meshsize,h,Time,iter,L2 error uh,H1 error uh,L2 div uh,abs L2 error ph
4,1.7677669529663689,5.14220404624939,4,0.46472839438877966,3.5488766811867762,4.84715426906406e-12,7.204699892303961
8,0.9501799809370173,6.3373939990997314,4,0.021410753870185522,0.33795904335479215,1.1563860844457572e-12,0.9113217362147846
16,0.4941107814854106,15.204329013824463,4,0.0007666420148420745,0.024921630002475548,2.4146496433354337e-13,0.06805072592852933
32,0.23844424919354407,51.00558614730835,4,2.348794543782192e-05,0.001555125783512961,3.268338393096318e-13,0.004058143413871416
64,0.11932224792836621,192.42659664154053,4,7.132735580804611e-07,9.529096607440247e-05,6.825834626851933e-13,0.00023993698180820237
