meshsize,h,Time,iter,L2 error uh,H1 error uh,L2 div uh,abs L2 error ph
4,1.7677669529663689,1.1298909187316895,4,0.46472839438877966,3.5488766811867762,4.84715426906406e-12,7.204699892303961
8,0.9501799809370173,6.9474287033081055,4,0.02141118401029302,0.33798476211516404,1.157730560332165e-12,0.9115242441680359
16,0.4941107814854106,19.46512460708618,4,0.0007674484686053471,0.024947430241635916,2.379393840566941e-13,0.06812892163400598
32,0.23844424919354407,53.861518144607544,4,2.3512865589636654e-05,0.001556722756467779,3.17583600370848e-13,0.004064221669230705
64,0.11932224792836621,214.82504606246948,4,7.14243588407114e-07,9.540776451293239e-05,6.561415849110538e-13,0.00024038585339091913
